[Gene ID]	[source_id]	[Product Description]	[Curated GO Functions]	[Computed GO Functions]	[Evidence Code]	[Computed GO Function IDs]	[Curated GO Function IDs]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Process IDs]	[Curated GO Processes]	
Tb927.8.5640	Tb927.8.5640:mRNA	hypothetical protein, conserved	transcription factor activity, sequence-specific DNA binding	N/A	IDA, RCA	N/A	GO:0003700	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.5660	Tb927.8.5660:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005743	mitochondrial inner membrane	N/A	N/A	
Tb927.8.5680	Tb927.8.5680:mRNA	Pyridoxal-dependent decarboxylase conserved domain containing protein, putative	N/A	carboxy-lyase activity, pyridoxal phosphate binding	EXP, IEA	GO:0016831, GO:0030170	N/A	N/A	N/A	GO:0019752	carboxylic acid metabolic process	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.5690	Tb927.8.5690:mRNA	KREPB8	N/A	N/A	IPI, ISM, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0031019	mitochondrial mRNA editing complex	N/A	N/A	
Tb927.8.570	Tb927.8.570:mRNA	proteasome regulatory non-ATP-ase subunit 10	N/A	N/A	IMP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005838	proteasome regulatory particle	GO:0016049, GO:0006511	cell growth, ubiquitin-dependent protein catabolic process	
Tb927.8.5710	Tb927.8.5710:mRNA	recombination initiation protein NBS1, putative	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.5720	Tb927.8.5720:mRNA	Met-10+ like-protein, putative	N/A	transferase activity	IEA	GO:0016740	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.5730	Tb927.8.5730:mRNA	STE20-like serine/threonine-protein kinase 1, putative	ATP binding, protein kinase activity	ATP binding, protein kinase activity	IEA, IMP, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004672	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0040007, GO:0006468	growth, protein phosphorylation	
Tb927.8.5740	Tb927.8.5740:mRNA	proteasome 26S non-ATPase subunit 9, putative	endopeptidase activity	protein binding	IEA, ISA	GO:0005515	GO:0004175	N/A	N/A	N/A	N/A	GO:0005838	proteasome regulatory particle	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	
Tb927.8.5760	Tb927.8.5760:mRNA	Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.5770	Tb927.8.5770:mRNA	Elongator-like Protein 3a	N-acetyltransferase activity	N-acetyltransferase activity, iron-sulfur cluster binding	EXP, IDA, IEA, ISM	GO:0008080, GO:0051536	GO:0008080	N/A	N/A	N/A	N/A	GO:0005635	nuclear envelope	N/A	N/A	
Tb927.8.5780	Tb927.8.5780:mRNA	phosphatase of regenerating liver-type phosphatase, putative	phosphoprotein phosphatase activity	protein tyrosine/serine/threonine phosphatase activity	IEA, ISM	GO:0008138	GO:0004721	N/A	N/A	GO:0006470	protein dephosphorylation	N/A	N/A	GO:0006470	protein dephosphorylation	
Tb927.8.5790	Tb927.8.5790:mRNA	hypothetical protein	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.580	Tb927.8.580:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005743	mitochondrial inner membrane	N/A	N/A	
Tb927.8.5810	Tb927.8.5810:mRNA	mitochondrial carrier protein	N/A	N/A	ISM, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021, GO:0005743	integral component of membrane, mitochondrial inner membrane	N/A	N/A	
Tb927.8.5820	Tb927.8.5820:mRNA	Las1-like, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.5830	Tb927.8.5830:mRNA	SMP-30/Gluconolaconase/LRE-like region, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005930	axoneme	N/A	N/A	
Tb927.8.5860	Tb927.8.5860:mRNA	50S ribosomal protein L17, putative	structural constituent of ribosome	structural constituent of ribosome	IEA, ISM, RCA	GO:0003735	GO:0003735	GO:0005840	ribosome	GO:0006412	translation	GO:0005739, GO:0000315	mitochondrion, organellar large ribosomal subunit	GO:0006412	translation	
Tb927.8.5880	Tb927.8.5880:mRNA	eukaryotic translation initiation factor 1A, putative	translation initiation factor activity	translation initiation factor activity	EXP, IEA, ISS	GO:0003743	GO:0003743	N/A	N/A	GO:0006413	translational initiation	GO:0005737	cytoplasm	GO:0006413	translational initiation	
Tb927.8.5890	Tb927.8.5890:mRNA	histone chaperone ASF1B	protein binding	N/A	IDA, IEA, IPI	N/A	GO:0005515	GO:0005634	nucleus	GO:0006333	chromatin assembly or disassembly	GO:0005634	nucleus	N/A	N/A	
Tb927.8.590	Tb927.8.590:mRNA	carnitine O-palmitoyltransferase, putative	carnitine O-acetyltransferase activity	transferase activity, transferring acyl groups	IDA, IEA, ISA, ISM	GO:0016746	GO:0004092	N/A	N/A	N/A	N/A	GO:0020015, GO:0005739	glycosome, mitochondrion	GO:0006091	generation of precursor metabolites and energy	
Tb927.8.5900	Tb927.8.5900:mRNA	Sedlin, N-terminal conserved region, putative	N/A	N/A	IEA	N/A	N/A	GO:0005622	intracellular	GO:0006888	ER to Golgi vesicle-mediated transport	N/A	N/A	N/A	N/A	
Tb927.8.5950	Tb927.8.5950:mRNA	mitogen-activated protein kinase kinase 4, putative	ATP binding, protein kinase activity	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004672	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.8.5960	Tb927.8.5960:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005930	axoneme	N/A	N/A	
Tb927.8.5970	Tb927.8.5970:mRNA	Cullin 5, putative	N/A	ubiquitin protein ligase binding	EXP, IEA, IPI, ISM	GO:0031625	N/A	GO:0031461	cullin-RING ubiquitin ligase complex	GO:0006511	ubiquitin-dependent protein catabolic process	GO:0031461, GO:0005737	cullin-RING ubiquitin ligase complex, cytoplasm	GO:0000278, GO:0006511	mitotic cell cycle, ubiquitin-dependent protein catabolic process	
Tb927.8.5980	Tb927.8.5980:mRNA	TFIIH basal transcription factor complex helicase subunit, putative	5'-3' DNA helicase activity, transcription factor activity, sequence-specific DNA binding	ATP binding, ATP-dependent DNA helicase activity, DNA binding	IDA, IEA, ISA, ISM	GO:0005524, GO:0004003, GO:0003677	GO:0043139, GO:0003700	GO:0005634	nucleus	GO:0006139	nucleobase-containing compound metabolic process	GO:0005675	holo TFIIH complex	GO:0006281, GO:0042789	DNA repair, mRNA transcription from RNA polymerase II promoter	
Tb927.8.5990	Tb927.8.5990:mRNA	NLE (NUC135) domain/WD domain, G-beta repeat, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6000	Tb927.8.6000:mRNA	fatty acid desaturase, putative	stearoyl-CoA 9-desaturase activity	heme binding, stearoyl-CoA 9-desaturase activity	IEA, ISM	GO:0020037, GO:0004768	GO:0004768	GO:0005783, GO:0016020	endoplasmic reticulum, membrane	GO:0006633, GO:0055114	fatty acid biosynthetic process, oxidation-reduction process	GO:0016021	integral component of membrane	GO:0006633	fatty acid biosynthetic process	
Tb927.8.6030	Tb927.8.6030:mRNA	60S ribosomal protein L12, putative	structural constituent of ribosome	structural constituent of ribosome	IEA, ISM	GO:0003735	GO:0003735	GO:0005840	ribosome	GO:0006412	translation	GO:0005840	ribosome	GO:0006412	translation	
Tb927.8.6033	Tb927.8.6033:mRNA	ribosomal protein L41, putative	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb927.8.6036	Tb927.8.6036:mRNA	ribosomal protein L41, putative	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb927.8.6038	Tb927.8.6038:mRNA	ribosomal protein L41, putative	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb927.8.6040	Tb927.8.6040:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6050	Tb927.8.6050:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005635	nuclear envelope	N/A	N/A	
Tb927.8.6060	Tb927.8.6060:mRNA	glycine acetyltransferase, putative	glycine C-acetyltransferase activity	glycine C-acetyltransferase activity, pyridoxal phosphate binding	EXP, IDA, IEA, ISA, ISM, RCA	GO:0008890, GO:0030170	GO:0008890	N/A	N/A	GO:0009058	biosynthetic process	GO:0005737, GO:0005739	cytoplasm, mitochondrion	GO:0006567	threonine catabolic process	
Tb927.8.6070	Tb927.8.6070:mRNA	Trypanosome basal body component protein	cytoskeletal protein binding	N/A	EXP, IDA, IMP, ISO	N/A	GO:0008092	N/A	N/A	N/A	N/A	GO:0036064, GO:0000331, GO:0005634	ciliary basal body, contractile vacuole, nucleus	GO:0042384, GO:0010608	cilium assembly, posttranscriptional regulation of gene expression	
Tb927.8.6080	Tb927.8.6080:mRNA	Glycerophosphoryl diester phosphodiesterase family, putative	glycerophosphodiester phosphodiesterase activity	phosphoric diester hydrolase activity	IDA, IEA, ISM	GO:0008081	GO:0008889	N/A	N/A	GO:0006629	lipid metabolic process	GO:0005741	mitochondrial outer membrane	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.8.6090	Tb927.8.6090:mRNA	ubiquitin-protein ligase, putative	ubiquitin-protein transferase activity	acid-amino acid ligase activity	IEA, ISM, ISS	GO:0016881	GO:0004842	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006464	cellular protein modification process	
Tb927.8.610	Tb927.8.610:mRNA	hypothetical protein, conserved	N/A	protein binding	IDA, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0035869	ciliary transition zone	N/A	N/A	
Tb927.8.6110	Tb927.8.6110:mRNA	3-hydroxy-3-methylglutaryl-CoA synthase, putative	hydroxymethylglutaryl-CoA synthase activity	hydroxymethylglutaryl-CoA synthase activity	EXP, IEA, ISA	GO:0004421	GO:0004421	N/A	N/A	GO:0008299	isoprenoid biosynthetic process	GO:0005737	cytoplasm	GO:0006696	ergosterol biosynthetic process	
Tb927.8.6120	Tb927.8.6120:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.6140	Tb927.8.6140:mRNA	Galactose oxidase, central domain/Kelch motif containing protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6150	Tb927.8.6150:mRNA	40S ribosomal protein S8, putative	structural constituent of ribosome	structural constituent of ribosome	EXP, IEA, ISM	GO:0003735	GO:0003735	GO:0005840	ribosome	GO:0006412	translation	GO:0005737	cytoplasm	GO:0006412	translation	
Tb927.8.6160	Tb927.8.6160:mRNA	40S ribosomal protein S8, putative	structural constituent of ribosome	structural constituent of ribosome	EXP, IEA, ISM	GO:0003735	GO:0003735	GO:0005840	ribosome	GO:0006412	translation	GO:0005737, GO:0005840	cytoplasm, ribosome	GO:0006412	translation	
Tb927.8.6170	Tb927.8.6170:mRNA	transketolase, putative	transketolase activity	transketolase activity	EXP, IDA, IEA, ISA, ISM	GO:0004802	GO:0004802	N/A	N/A	GO:0008152	metabolic process	GO:0097014, GO:0020015, GO:0031981	ciliary cytoplasm, glycosome, nuclear lumen	GO:0006098	pentose-phosphate shunt	
Tb927.8.6180	Tb927.8.6180:mRNA	60S ribosomal protein L26, putative	structural constituent of ribosome	structural constituent of ribosome	EXP, IEA, ISM	GO:0003735	GO:0003735	GO:0015934	large ribosomal subunit	GO:0006412	translation	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	GO:0006412	translation	
Tb927.8.620	Tb927.8.620:mRNA	RNA-editing complex protein MP42	3'-5'-exoribonuclease activity, endoribonuclease activity, producing 5'-phosphomonoesters, zinc ion binding	metal ion binding	IDA, IEA, IPI, RCA	GO:0046872	GO:0000175, GO:0016891, GO:0008270	N/A	N/A	N/A	N/A	GO:0031019	mitochondrial mRNA editing complex	GO:0016556, GO:0010038	mRNA modification, response to metal ion	
Tb927.8.6200	Tb927.8.6200:mRNA	tubulin folding cofactor D, putative	microtubule binding	binding	IEA, ISA, ISS	GO:0005488	GO:0008017	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006457	protein folding	
Tb927.8.6210	Tb927.8.6210:mRNA	phosphatidylinositol 3-kinase, putative	1-phosphatidylinositol-3-kinase activity	phosphotransferase activity, alcohol group as acceptor, protein binding	IEA, IMP, ISM	GO:0016773, GO:0005515	GO:0016303	N/A	N/A	N/A	N/A	GO:0005942	phosphatidylinositol 3-kinase complex	GO:0046854	phosphatidylinositol phosphorylation	
Tb927.8.6230	Tb927.8.6230:mRNA	hypothetical protein, conserved	N/A	N/A	IDA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6240	Tb927.8.6240:mRNA	STOP axonemal protein	microtubule binding	N/A	EXP, IDA	N/A	GO:0008017	N/A	N/A	N/A	N/A	GO:0005930	axoneme	GO:0034453	microtubule anchoring	
Tb927.8.6250	Tb927.8.6250:mRNA	Nucleoporin NUP76	N/A	N/A	IDA, IPI	N/A	N/A	N/A	N/A	N/A	N/A	GO:0044612	nuclear pore linkers	GO:0006406	mRNA export from nucleus	
Tb927.8.6280	Tb927.8.6280:mRNA	hypothetical protein, conserved	N/A	peptidyl-prolyl cis-trans isomerase activity	IEA	GO:0003755	N/A	N/A	N/A	GO:0006457, GO:0000413	protein folding, protein peptidyl-prolyl isomerization	N/A	N/A	N/A	N/A	
Tb927.8.630	Tb927.8.630:mRNA	lipoyltransferase, putative	catalytic activity	N/A	IEA, ISM, RCA	N/A	GO:0003824	N/A	N/A	GO:0006464	cellular protein modification process	GO:0005739	mitochondrion	GO:0006464	cellular protein modification process	
Tb927.8.6320	Tb927.8.6320:mRNA	hypothetical protein, conserved	N/A	protein prenyltransferase activity	IEA	GO:0008318	N/A	N/A	N/A	GO:0018342	protein prenylation	N/A	N/A	N/A	N/A	
Tb927.8.6330	Tb927.8.6330:mRNA	WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005654	nucleoplasm	N/A	N/A	
Tb927.8.6340	Tb927.8.6340:mRNA	CYC2-like cyclin, putative	N/A	protein kinase binding	IEA	GO:0019901	N/A	N/A	N/A	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	N/A	N/A	N/A	N/A	
Tb927.8.6350	Tb927.8.6350:mRNA	CYC2-like cyclin, putative	N/A	protein kinase binding	IEA	GO:0019901	N/A	N/A	N/A	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	N/A	N/A	N/A	N/A	
Tb927.8.6360	Tb927.8.6360:mRNA	SPRY domain containing protein, putative	N/A	protein binding, zinc ion binding	EXP, IEA	GO:0005515, GO:0008270	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.6370	Tb927.8.6370:mRNA	cytoskeleton associated protein, putative	protein complex binding	N/A	IDA, IPI	N/A	GO:0032403	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6390	Tb927.8.6390:mRNA	lysophospholipase, putative	hydrolase activity, acting on ester bonds	hydrolase activity	EXP, IDA, IEA, ISM	GO:0016787	GO:0016788	N/A	N/A	N/A	N/A	GO:0005737, GO:0020015	cytoplasm, glycosome	N/A	N/A	
Tb927.8.6400	Tb927.8.6400:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6410	Tb927.8.6410:mRNA	short-chain dehydrogenase, putative	oxidoreductase activity	oxidoreductase activity	EXP, IEA, ISM, RCA	GO:0016491	GO:0016491	N/A	N/A	GO:0008152	metabolic process	GO:0005737, GO:0016021, GO:0005743	cytoplasm, integral component of membrane, mitochondrial inner membrane	N/A	N/A	
Tb927.8.6420	Tb927.8.6420:mRNA	beta-ketoacyl-ACP reductase 2	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	oxidoreductase activity	EXP, IDA, IEA	GO:0016491	GO:0004316	N/A	N/A	GO:0008152	metabolic process	GO:0005737, GO:0005739	cytoplasm, mitochondrion	GO:0030497	fatty acid elongation	
Tb927.8.6430	Tb927.8.6430:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005930, GO:0035869	axoneme, ciliary transition zone	N/A	N/A	
Tb927.8.6440	Tb927.8.6440:mRNA	RNA-binding protein, putative	RNA binding	nucleic acid binding	EXP, IEA, ISM	GO:0003676	GO:0003723	N/A	N/A	N/A	N/A	GO:0005654	nucleoplasm	GO:0006396	RNA processing	
Tb927.8.6450	Tb927.8.6450:mRNA	inhibitor of cysteine peptidase	endopeptidase inhibitor activity	N/A	IDA	N/A	GO:0004866	N/A	N/A	N/A	N/A	N/A	N/A	GO:0030162	regulation of proteolysis	
Tb927.8.6470	Tb927.8.6470:mRNA	SET domain containing protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6480	Tb927.8.6480:mRNA	folate-binding protein YgfZ, putative	folic acid binding	aminomethyltransferase activity	IEA, ISO	GO:0004047	GO:0005542	GO:0005737	cytoplasm	GO:0006546	glycine catabolic process	GO:0005829	cytosol	N/A	N/A	
Tb927.8.6490	Tb927.8.6490:mRNA	Basal body protein	ATP binding, protein kinase activity	ATP binding, protein binding, protein kinase activity	IDA, IEA, ISM	GO:0005524, GO:0005515, GO:0004672	GO:0005524, GO:0004672	N/A	N/A	GO:0006468	protein phosphorylation	GO:0036064	ciliary basal body	GO:0006468	protein phosphorylation	
Tb927.8.650	Tb927.8.650:mRNA	cation-transporting ATPase, putative	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	ATPase activity, metal ion binding, nucleotide binding	EXP, IDA, IEA, ISM	GO:0016887, GO:0046872, GO:0000166	GO:0015662	GO:0016021	integral component of membrane	GO:0006812	cation transport	GO:0005783, GO:0016021	endoplasmic reticulum, integral component of membrane	GO:0006812	cation transport	
Tb927.8.6500	Tb927.8.6500:mRNA	cell division cycle protein 20, putative	N/A	protein binding	IEA, ISO	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0000278, GO:0051726	mitotic cell cycle, regulation of cell cycle	
Tb927.8.6510	Tb927.8.6510:mRNA	ubiquitin-protein ligase, putative	protein binding, ubiquitin-protein transferase activity	acid-amino acid ligase activity	IDA, IEA, IPI, ISM, ISS	GO:0016881	GO:0005515, GO:0004842	N/A	N/A	N/A	N/A	GO:0005829, GO:0005634	cytosol, nucleus	GO:0006464	cellular protein modification process	
Tb927.8.6520	Tb927.8.6520:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6530	Tb927.8.6530:mRNA	SET domain containing protein, putative	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.6540	Tb927.8.6540:mRNA	TFIIH basal transcription factor subunit	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005675	holo TFIIH complex	GO:0006351	transcription, DNA-templated	
Tb927.8.6560	Tb927.8.6560:mRNA	SpoU rRNA Methylase family, putative	N/A	RNA binding, RNA methyltransferase activity	IEA, RCA	GO:0003723, GO:0008173	N/A	N/A	N/A	GO:0006396	RNA processing	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6580	Tb927.8.6580:mRNA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	succinate dehydrogenase activity	flavin adenine dinucleotide binding, oxidoreductase activity, acting on the CH-CH group of donors	EXP, IDA, IEA, ISM, ISO, RCA	GO:0050660, GO:0016627	GO:0000104	N/A	N/A	GO:0022900, GO:0006099	electron transport chain, tricarboxylic acid cycle	GO:0000331, GO:0005737, GO:0005749	contractile vacuole, cytoplasm, mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	GO:0006099	tricarboxylic acid cycle	
Tb927.8.6590	Tb927.8.6590:mRNA	Outer mitochondrial membrane transport complex protein/Glutathione S-transferase, C-terminal domain containing protein, putative	N/A	N/A	IEA	N/A	N/A	GO:0005741	mitochondrial outer membrane	GO:0006626	protein targeting to mitochondrion	N/A	N/A	N/A	N/A	
Tb927.8.6600	Tb927.8.6600:mRNA	Glutathione S-transferase, C-terminal domain containing protein, putative	N/A	protein binding	IDA, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005741	mitochondrial outer membrane	N/A	N/A	
Tb927.8.6620	Tb927.8.6620:mRNA	hypothetical protein, conserved	N/A	protein binding	IEA, ISM, RCA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0016021, GO:0005739	integral component of membrane, mitochondrion	N/A	N/A	
Tb927.8.6640	Tb927.8.6640:mRNA	Male sterility protein, putative	N/A	fatty-acyl-CoA reductase (alcohol-forming) activity	IEA, RCA	GO:0080019	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6650	Tb927.8.6650:mRNA	RNA-binding protein, putative	RNA binding	nucleic acid binding	IDA, IEA, ISM	GO:0003676	GO:0003723	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	GO:0006396	RNA processing	
Tb927.8.6680	Tb927.8.6680:mRNA	clathrin assembly sigma-adaptin protein 3, putative	protein transporter activity	protein transporter activity	IEA, ISA, ISM	GO:0008565	GO:0008565	N/A	N/A	GO:0015031	protein transport	GO:0030123, GO:0030125	AP-3 adaptor complex, clathrin vesicle coat	GO:0006886	intracellular protein transport	
Tb927.8.6690	Tb927.8.6690:mRNA	ATP-dependent DEAD/H DNA helicase recQ, putative	ATP binding, ATP-dependent helicase activity	ATP binding, ATP-dependent helicase activity, nucleic acid binding	IEA, ISM	GO:0005524, GO:0008026, GO:0003676	GO:0005524, GO:0008026	GO:0005622	intracellular	GO:0006310	DNA recombination	N/A	N/A	N/A	N/A	
Tb927.8.6730	Tb927.8.6730:mRNA	hypothetical protein, conserved	N/A	N/A	IDA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009986, GO:0060170, GO:0020016	cell surface, ciliary membrane, ciliary pocket	N/A	N/A	
Tb927.8.6740	Tb927.8.6740:mRNA	DNA repair protein, putative	DNA binding	DNA binding, nuclease activity	IEA, ISM	GO:0003677, GO:0004518	GO:0003677	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6750	Tb927.8.6750:mRNA	translationally controlled tumor protein (TCTP), putative	N/A	N/A	EXP, ISS	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0005739	ciliary cytoplasm, mitochondrion	GO:0006412	translation	
Tb927.8.6760	Tb927.8.6760:mRNA	IgE-dependent histamine-releasing factor, putative	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.6770	Tb927.8.6770:mRNA	WD domain, G-beta repeat, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6790	Tb927.8.6790:mRNA	hypothetical protein, conserved	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.8.680	Tb927.8.680:mRNA	KREPA5	N/A	N/A	IPI, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0031019	mitochondrial mRNA editing complex	N/A	N/A	
Tb927.8.6800	Tb927.8.6800:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6810	Tb927.8.6810:mRNA	STE/STE11 serine/threonine-protein kinase, putative	ATP binding, protein kinase activity	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004672	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.8.6820	Tb927.8.6820:mRNA	hypothetical protein, conserved	N/A	catalytic activity	IEA, RCA	GO:0003824	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6830	Tb927.8.6830:mRNA	kinesin, putative	ATP binding, motor activity	ATP binding, microtubule binding, microtubule motor activity	EXP, IEA, ISM	GO:0005524, GO:0008017, GO:0003777	GO:0005524, GO:0003774	N/A	N/A	GO:0007018	microtubule-based movement	GO:0051286, GO:0005737, GO:0005875	cell tip, cytoplasm, microtubule associated complex	N/A	N/A	
Tb927.8.6840	Tb927.8.6840:mRNA	mismatch repair protein MLH1	ATPase activity	ATP binding, mismatched DNA binding	EXP, IEA, IMP, ISM, ISS	GO:0005524, GO:0030983	GO:0016887	N/A	N/A	GO:0006298	mismatch repair	GO:0005737, GO:0005634	cytoplasm, nucleus	GO:0006298	mismatch repair	
Tb927.8.6850	Tb927.8.6850:mRNA	Zinc finger, C3HC4 type (RING finger)/EF-hand domain pair, putative	N/A	calcium ion binding, protein binding, zinc ion binding	EXP, IEA	GO:0005509, GO:0005515, GO:0008270	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.8.6860	Tb927.8.6860:mRNA	High-temperature-induced dauer-formation protein, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.8.6870	Tb927.8.6870:mRNA	hypothetical protein, conserved	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.6880	Tb927.8.6880:mRNA	translation initiation factor IF-2, putative	GTP binding, GTPase activity	GTP binding, GTPase activity	IEA, ISM	GO:0005525, GO:0003924	GO:0005525, GO:0003924	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006412	translation	
Tb927.8.6890	Tb927.8.6890:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
